age,mu,sigma,nu
2.62,16.14094913,0.07211965729,-1.748037765
2.63,16.13880857,0.07213441559,-1.75007596
2.64,16.13666255,0.07214923852,-1.752121901
2.65,16.13451115,0.07216412637,-1.754175586
2.66,16.13235441,0.07217907945,-1.756237011
2.67,16.13019242,0.07219409807,-1.758306174
2.68,16.12802522,0.07220918255,-1.760383072
2.69,16.1258529,0.07222433322,-1.762467704
2.7,16.12367551,0.07223955043,-1.764560067
2.71,16.12149312,0.07225483454,-1.766660158
2.72,16.11930579,0.0722701859,-1.768767977
2.73,16.11711361,0.07228560489,-1.77088352
2.74,16.11491662,0.07230109187,-1.773006786
2.75,16.11271491,0.07231664722,-1.775137771
2.76,16.11050854,0.07233227134,-1.777276475
2.77,16.10829758,0.07234796462,-1.779422893
2.78,16.10608209,0.07236372745,-1.781577025
2.79,16.10386216,0.07237956024,-1.783738867
2.8,16.10163784,0.07239546343,-1.785908418
2.81,16.09940921,0.07241143745,-1.788085675
2.82,16.09717635,0.07242748275,-1.790270636
2.83,16.09493933,0.07244359981,-1.792463299
2.84,16.09269821,0.0724597891,-1.794663662
2.85,16.09045307,0.07247605114,-1.796871724
2.86,16.08820398,0.07249238646,-1.799087483
2.87,16.08595101,0.07250879561,-1.801310937
2.88,16.08369422,0.07252527917,-1.803542084
2.89,16.08143368,0.0725418377,-1.805780921
2.9,16.07916947,0.0725584718,-1.808027449
2.91,16.07690165,0.07257518206,-1.810281664
2.92,16.07463029,0.07259196909,-1.812543564
2.93,16.07235546,0.07260883351,-1.814813149
2.94,16.07007722,0.07262577594,-1.817090417
2.95,16.06779565,0.07264279703,-1.819375365
2.96,16.06551081,0.07265989743,-1.821667994
2.97,16.06322276,0.07267707778,-1.823968302
2.98,16.06093158,0.07269433877,-1.826276286
2.99,16.05863732,0.07271168106,-1.828591945
3,16.05634005,0.07272910535,-1.830915275
3.01,16.05403983,0.07274661235,-1.833246272
3.02,16.05173671,0.0727642028,-1.835584931
3.03,16.04943077,0.07278187744,-1.837931246
3.04,16.04712205,0.07279963702,-1.840285214
3.05,16.04481061,0.07281748229,-1.842646827
3.06,16.04249652,0.072835414,-1.845016081
3.07,16.04017982,0.07285343294,-1.847392969
3.08,16.03786058,0.07287153988,-1.849777485
3.09,16.03553885,0.07288973562,-1.852169623
3.1,16.03321469,0.07290802098,-1.854569378
3.11,16.03088817,0.07292639677,-1.856976741
3.12,16.02855934,0.07294486383,-1.859391707
3.13,16.02622827,0.07296342302,-1.861814267
3.14,16.02389501,0.07298207521,-1.864244414
3.15,16.02155964,0.07300082129,-1.866682138
3.16,16.01922221,0.07301966215,-1.869127433
3.17,16.01688279,0.07303859873,-1.871580289
3.18,16.01454144,0.07305763194,-1.874040699
3.19,16.01219823,0.07307676272,-1.876508653
3.2,16.00985321,0.07309599205,-1.878984141
3.21,16.00750644,0.07311532088,-1.881467156
3.22,16.005158,0.07313475022,-1.883957687
3.23,16.00280794,0.07315428106,-1.886455726
3.24,16.00045634,0.07317391442,-1.888961262
3.25,15.99810324,0.07319365131,-1.891474286
3.26,15.99574873,0.07321349277,-1.89399479
3.27,15.99339287,0.07323343984,-1.896522762
3.28,15.99103571,0.07325349358,-1.899058193
3.29,15.98867733,0.07327365506,-1.901601073
3.3,15.98631779,0.07329392535,-1.904151391
3.31,15.98395716,0.07331430554,-1.906709136
3.32,15.98159549,0.07333479677,-1.909274299
3.33,15.97923285,0.07335540018,-1.91184687
3.34,15.97686931,0.07337611693,-1.914426836
3.35,15.97450494,0.07339694821,-1.917014187
3.36,15.97213979,0.07341789521,-1.919608911
3.37,15.96977393,0.07343895916,-1.922210997
3.38,15.96740744,0.0734601413,-1.924820434
3.39,15.96504038,0.07348144289,-1.927437208
3.4,15.96267283,0.07350286521,-1.930061308
3.41,15.96030485,0.07352440954,-1.93269272
3.42,15.95793652,0.0735460772,-1.935331431
3.43,15.95556791,0.07356786952,-1.937977427
3.44,15.95319909,0.07358978784,-1.940630696
3.45,15.95083015,0.0736118335,-1.943291224
3.46,15.94846115,0.0736340078,-1.945958996
3.47,15.94609217,0.07365631202,-1.948633997
3.48,15.94372329,0.07367874743,-1.951316214
3.49,15.94135459,0.07370131527,-1.954005632
3.5,15.93898618,0.07372401678,-1.956702237
3.51,15.93661814,0.07374685312,-1.959406017
3.52,15.9342506,0.0737698254,-1.962116957
3.53,15.93188366,0.07379293466,-1.964835042
3.54,15.92951743,0.07381618182,-1.967560256
3.55,15.92715205,0.0738395678,-1.970292579
3.56,15.92478762,0.07386309349,-1.973031993
3.57,15.92242428,0.07388675971,-1.975778481
3.58,15.92006217,0.07391056723,-1.978532024
3.59,15.91770142,0.07393451671,-1.981292602
3.6,15.91534217,0.07395860876,-1.984060197
3.61,15.91298457,0.07398284398,-1.986834786
3.62,15.91062876,0.07400722293,-1.989616349
3.63,15.9082749,0.07403174617,-1.992404863
3.64,15.90592312,0.07405641423,-1.995200305
3.65,15.90357358,0.07408122763,-1.998002649
3.66,15.90122642,0.07410618686,-2.000811872
3.67,15.8988818,0.07413129241,-2.003627944
3.68,15.89653985,0.07415654478,-2.006450836
3.69,15.89420074,0.07418194443,-2.009280514
3.7,15.89186461,0.0742074918,-2.012116948
3.71,15.88953162,0.07423318736,-2.014960106
3.72,15.88720193,0.07425903163,-2.01780996
3.73,15.88487568,0.07428502515,-2.020666479
3.74,15.88255303,0.07431116847,-2.023529636
3.75,15.88023411,0.07433746213,-2.026399399
3.76,15.87791908,0.07436390671,-2.029275737
3.77,15.87560808,0.07439050276,-2.032158617
3.78,15.87330125,0.07441725085,-2.035048008
3.79,15.87099874,0.07444415153,-2.037943875
3.8,15.86870068,0.07447120535,-2.040846186
3.81,15.86640722,0.07449841288,-2.043754908
3.82,15.8641185,0.07452577469,-2.046670009
3.83,15.86183467,0.0745532914,-2.049591456
3.84,15.85955586,0.07458096363,-2.052519216
3.85,15.8572822,0.07460879199,-2.055453256
3.86,15.85501384,0.07463677713,-2.058393541
3.87,15.85275091,0.0746649197,-2.061340038
3.88,15.85049356,0.07469322034,-2.064292713
3.89,15.84824192,0.07472167971,-2.067251531
3.9,15.84599613,0.07475029843,-2.070216459
3.91,15.84375633,0.07477907714,-2.073187462
3.92,15.84152267,0.07480801648,-2.076164505
3.93,15.83929529,0.07483711713,-2.079147553
3.94,15.83707432,0.07486637975,-2.082136568
3.95,15.8348599,0.07489580506,-2.085131514
3.96,15.83265218,0.07492539376,-2.088132353
3.97,15.83045129,0.07495514658,-2.091139045
3.98,15.82825739,0.07498506429,-2.094151552
3.99,15.8260706,0.07501514774,-2.097169835
4,15.82389107,0.0750453978,-2.100193852
4.01,15.82171893,0.07507581534,-2.103223562
4.02,15.81955429,0.07510640127,-2.106258921
4.03,15.81739726,0.07513715647,-2.109299886
4.04,15.81524797,0.07516808183,-2.112346409
4.05,15.81310654,0.07519917821,-2.115398445
4.06,15.81097308,0.07523044644,-2.118455946
4.07,15.8088477,0.07526188736,-2.121518862
4.08,15.80673051,0.07529350181,-2.124587142
4.09,15.80462163,0.07532529064,-2.127660734
4.1,15.80252116,0.07535725468,-2.130739584
4.11,15.8004292,0.07538939478,-2.13382364
4.12,15.79834586,0.07542171181,-2.136912848
4.13,15.79627124,0.07545420661,-2.140007152
4.14,15.79420545,0.07548688011,-2.143106496
4.15,15.79214859,0.07551973324,-2.146210823
4.16,15.79010075,0.07555276697,-2.149320077
4.17,15.78806203,0.07558598228,-2.152434202
4.18,15.78603254,0.07561938016,-2.155553138
4.19,15.78401237,0.0756529616,-2.158676826
4.2,15.78200162,0.07568672758,-2.161805208
4.21,15.78000039,0.07572067908,-2.164938223
4.22,15.77800878,0.07575481709,-2.168075808
4.23,15.7760269,0.07578914257,-2.171217903
4.24,15.77405486,0.07582365652,-2.174364443
4.25,15.77209275,0.0758583599,-2.177515367
4.26,15.77014069,0.07589325368,-2.180670608
4.27,15.76819879,0.07592833882,-2.183830101
4.28,15.76626714,0.07596361628,-2.186993781
4.29,15.76434584,0.07599908706,-2.190161582
4.3,15.76243501,0.07603475214,-2.193333435
4.31,15.76053473,0.07607061255,-2.196509276
4.32,15.75864511,0.07610666929,-2.199689036
4.33,15.75676625,0.07614292339,-2.202872645
4.34,15.75489826,0.07617937589,-2.206060036
4.35,15.75304123,0.07621602782,-2.209251137
4.36,15.75119526,0.07625288022,-2.212445876
4.37,15.74936046,0.07628993412,-2.21564418
4.38,15.74753693,0.07632719059,-2.218845974
4.39,15.74572478,0.07636465066,-2.222051184
4.4,15.7439241,0.07640231542,-2.225259735
4.41,15.742135,0.07644018592,-2.228471551
4.42,15.74035758,0.07647826327,-2.231686556
4.43,15.73859194,0.07651654855,-2.234904675
4.44,15.73683819,0.07655504281,-2.238125831
4.45,15.73509643,0.07659374716,-2.241349945
4.46,15.73336678,0.07663266267,-2.244576941
4.47,15.73164932,0.07667179041,-2.247806741
4.48,15.72994416,0.07671113144,-2.251039265
4.49,15.72825142,0.07675068685,-2.254274434
4.5,15.72657118,0.07679045775,-2.257512168
4.51,15.72490355,0.07683044525,-2.260752386
4.52,15.72324865,0.07687065047,-2.263995007
4.53,15.72160656,0.07691107454,-2.267239951
4.54,15.7199774,0.0769517186,-2.270487133
4.55,15.71836128,0.0769925838,-2.273736472
4.56,15.71675828,0.07703367132,-2.276987884
4.57,15.7151685,0.07707498234,-2.280241282
4.58,15.71359206,0.07711651808,-2.283496582
4.59,15.71202903,0.07715827974,-2.286753696
4.6,15.71047951,0.07720026858,-2.290012539
4.61,15.70894361,0.07724248587,-2.293273022
4.62,15.70742139,0.07728493289,-2.296535054
4.63,15.70591297,0.07732761098,-2.299798545
4.64,15.70441842,0.07737052144,-2.303063402
4.65,15.70293784,0.07741366561,-2.306329535
4.66,15.70147132,0.07745704481,-2.30959685
4.67,15.70001894,0.0775006604,-2.312865254
4.68,15.69858081,0.07754451372,-2.316134652
4.69,15.697157,0.07758860614,-2.319404948
4.7,15.6957476,0.07763293905,-2.322676047
4.71,15.69435271,0.07767751381,-2.325947853
4.72,15.6929724,0.07772233183,-2.329220268
4.73,15.69160677,0.07776739451,-2.332493195
4.74,15.69025588,0.07781270329,-2.335766535
4.75,15.68891984,0.07785825964,-2.339040192
4.76,15.6875987,0.07790406505,-2.342314067
4.77,15.68629257,0.07795012102,-2.345588063
4.78,15.6850015,0.07799642904,-2.348862079
4.79,15.68372559,0.07804299061,-2.352136015
4.8,15.6824649,0.07808980726,-2.355409769
4.81,15.68121953,0.07813688051,-2.35868324
4.82,15.67998954,0.07818421191,-2.361956322
4.83,15.67877502,0.07823180302,-2.365228911
4.84,15.67757604,0.07827965541,-2.368500904
4.85,15.67639267,0.07832777066,-2.371772193
4.86,15.67522498,0.07837615038,-2.375042673
4.87,15.67407306,0.07842479622,-2.378312239
4.88,15.67293695,0.07847370982,-2.381580787
4.89,15.67181674,0.07852289284,-2.384848213
4.9,15.67071248,0.07857234696,-2.38811441
4.91,15.66962425,0.07862207387,-2.39137927
4.92,15.6685521,0.07867207527,-2.394642686
4.93,15.66749612,0.07872235285,-2.397904545
4.94,15.66645635,0.07877290834,-2.401164738
4.95,15.66543288,0.07882374352,-2.404423155
4.96,15.66442576,0.07887486011,-2.407679684
4.97,15.66343506,0.07892625989,-2.410934215
4.98,15.66246085,0.07897794466,-2.41418664
4.99,15.6615032,0.07902991614,-2.417436851
5,15.66056219,0.07908217614,-2.420684745
5.01,15.65963789,0.07913472636,-2.423930219
5.02,15.65873033,0.07918756844,-2.427173168
5.03,15.65783957,0.07924070389,-2.430413494
5.04,15.65696565,0.07929413394,-2.433651096
5.05,15.65610863,0.07934785951,-2.436885871
5.06,15.65526855,0.07940188146,-2.440117718
5.07,15.65444548,0.07945620054,-2.443346537
5.08,15.65363946,0.0795108175,-2.446572222
5.09,15.65285051,0.07956573311,-2.449794659
5.1,15.65207865,0.07962094808,-2.453013738
5.11,15.65132391,0.07967646302,-2.456229352
5.12,15.65058631,0.07973227854,-2.459441394
5.13,15.64986585,0.07978839526,-2.462649757
5.14,15.64916253,0.07984481375,-2.465854332
5.15,15.64847637,0.07990153442,-2.469055012
5.16,15.64780738,0.07995855763,-2.472251685
5.17,15.6471556,0.08001588369,-2.475444242
5.18,15.64652105,0.08007351279,-2.47863257
5.19,15.64590375,0.08013144506,-2.481816558
5.2,15.64530373,0.08018968063,-2.484996093
5.21,15.64472103,0.08024821962,-2.488171065
5.22,15.64415564,0.08030706213,-2.491341361
5.23,15.64360758,0.08036620816,-2.49450687
5.24,15.64307689,0.08042565768,-2.497667482
5.25,15.64256361,0.08048541062,-2.500823086
5.26,15.64206776,0.0805454669,-2.503973574
5.27,15.64158942,0.08060582648,-2.507118835
5.28,15.64112859,0.08066648933,-2.510258758
5.29,15.64068532,0.08072745553,-2.513393229
5.3,15.64025963,0.08078872508,-2.516522134
5.31,15.63985153,0.08085029793,-2.519645358
5.32,15.63946105,0.08091217398,-2.522762787
5.33,15.63908822,0.08097435309,-2.525874305
5.34,15.63873308,0.08103683511,-2.528979798
5.35,15.63839563,0.08109961989,-2.532079146
5.36,15.63807592,0.0811627073,-2.535172237
5.37,15.63777395,0.08122609727,-2.538258955
5.38,15.63748974,0.08128978973,-2.541339188
5.39,15.63722331,0.08135378465,-2.54441282
5.4,15.63697468,0.08141808203,-2.547479741
5.41,15.63674385,0.08148268193,-2.550539835
5.42,15.63653082,0.08154758438,-2.553592987
5.43,15.6363356,0.0816127894,-2.556639083
5.44,15.63615817,0.08167829703,-2.559678007
5.45,15.63599856,0.08174410731,-2.562709644
5.46,15.63585675,0.08181022035,-2.565733876
5.47,15.63573274,0.08187663624,-2.568750587
5.48,15.63562653,0.08194335506,-2.571759659
5.49,15.63553812,0.08201037689,-2.574760973
5.5,15.63546751,0.08207770184,-2.577754414
5.51,15.6354147,0.08214533003,-2.580739862
5.52,15.63537968,0.0822132616,-2.5837172
5.53,15.63536245,0.08228149672,-2.586686315
5.54,15.63536299,0.08235003553,-2.589647092
5.55,15.6353813,0.08241887817,-2.592599418
5.56,15.63541737,0.08248802483,-2.59554318
5.57,15.63547118,0.08255747574,-2.598478266
5.58,15.63554273,0.0826272311,-2.601404562
5.59,15.635632,0.0826972911,-2.604321955
5.6,15.63573896,0.08276765589,-2.607230333
5.61,15.6358636,0.08283832564,-2.61012958
5.62,15.6360059,0.08290930056,-2.613019583
5.63,15.63616582,0.08298058083,-2.615900227
5.64,15.63634333,0.08305216671,-2.618771398
5.65,15.6365384,0.08312405841,-2.621632983
5.66,15.63675099,0.08319625619,-2.624484869
5.67,15.63698107,0.08326876029,-2.627326941
5.68,15.63722858,0.08334157097,-2.630159084
5.69,15.63749348,0.0834146886,-2.632981181
5.7,15.63777571,0.08348811347,-2.635793117
5.71,15.63807522,0.0835618459,-2.638594774
5.72,15.63839194,0.08363588621,-2.641386037
5.73,15.63872581,0.08371023476,-2.64416679
5.74,15.63907675,0.08378489188,-2.646936916
5.75,15.63944468,0.08385985792,-2.649696301
5.76,15.63982952,0.08393513321,-2.652444828
5.77,15.64023118,0.08401071816,-2.655182382
5.78,15.64064957,0.08408661313,-2.657908849
5.79,15.6410846,0.08416281849,-2.660624114
5.8,15.64153618,0.08423933462,-2.663328066
5.81,15.64200422,0.08431616187,-2.666020591
5.82,15.64248862,0.08439330061,-2.668701574
5.83,15.64298928,0.08447075124,-2.671370898
5.84,15.64350609,0.08454851417,-2.674028445
5.85,15.64403895,0.08462658981,-2.676674095
5.86,15.64458773,0.08470497854,-2.679307729
5.87,15.64515232,0.08478368073,-2.681929225
5.88,15.64573262,0.08486269671,-2.684538465
5.89,15.64632852,0.08494202685,-2.687135328
5.9,15.64693989,0.08502167152,-2.689719694
5.91,15.64756662,0.08510163113,-2.692291443
5.92,15.64820859,0.08518190611,-2.694850454
5.93,15.64886571,0.08526249687,-2.697396609
5.94,15.64953787,0.08534340381,-2.699929787
5.95,15.65022497,0.08542462733,-2.702449872
5.96,15.65092691,0.08550616778,-2.704956747
5.97,15.6516436,0.08558802547,-2.707450297
5.98,15.65237494,0.08567020075,-2.709930411
5.99,15.65312082,0.085752694,-2.71239698
6,15.65388115,0.08583550566,-2.714849899
6.01,15.65465584,0.08591863615,-2.717289067
6.02,15.6554448,0.08600208578,-2.719714384
6.03,15.65624796,0.08608585476,-2.722125756
6.04,15.65706522,0.08616994303,-2.724523086
6.05,15.65789651,0.08625435038,-2.726906281
6.06,15.65874172,0.08633907632,-2.729275242
6.07,15.65960076,0.08642412018,-2.731629871
6.08,15.66047358,0.08650948131,-2.733970077
6.09,15.66136013,0.08659515909,-2.736295771
6.1,15.66226038,0.08668115289,-2.738606869
6.11,15.66317432,0.08676746189,-2.740903284
6.12,15.66410192,0.08685408518,-2.743184925
6.13,15.66504315,0.08694102184,-2.745451705
6.14,15.665998,0.08702827091,-2.747703533
6.15,15.66696644,0.08711583143,-2.749940316
6.16,15.66794843,0.08720370259,-2.752161962
6.17,15.66894393,0.08729188349,-2.754368375
6.18,15.66995292,0.08738037335,-2.756559461
6.19,15.67097539,0.0874691713,-2.758735129
6.2,15.67201133,0.08755827643,-2.76089529
6.21,15.67306074,0.08764768773,-2.763039853
6.22,15.67412364,0.08773740417,-2.765168734
6.23,15.67520004,0.08782742465,-2.767281845
6.24,15.67628995,0.08791774803,-2.769379098
6.25,15.6773934,0.08800837313,-2.771460402
6.26,15.67851039,0.08809929878,-2.77352567
6.27,15.67964093,0.08819052385,-2.775574817
6.28,15.68078503,0.08828204717,-2.77760776
6.29,15.68194272,0.08837386753,-2.779624419
6.3,15.68311402,0.08846598372,-2.781624718
6.31,15.684299,0.08855839452,-2.78360858
6.32,15.68549771,0.08865109875,-2.785575932
6.33,15.68671018,0.08874409529,-2.787526701
6.34,15.68793647,0.08883738297,-2.789460816
6.35,15.68917663,0.08893096057,-2.791378207
6.36,15.69043072,0.0890248268,-2.793278806
6.37,15.69169881,0.0891189804,-2.795162543
6.38,15.69298096,0.08921341998,-2.797029351
6.39,15.69427724,0.08930814412,-2.798879165
6.4,15.69558775,0.08940315128,-2.800711916
6.41,15.69691257,0.08949843988,-2.802527534
6.42,15.69825179,0.08959400838,-2.80432595
6.43,15.69960551,0.08968985517,-2.806107098
6.44,15.7009738,0.08978597861,-2.807870909
6.45,15.70235676,0.08988237715,-2.809617315
6.46,15.70375446,0.08997904924,-2.811346249
6.47,15.70516698,0.09007599328,-2.813057646
6.48,15.70659441,0.09017320753,-2.814751442
6.49,15.70803684,0.09027069016,-2.816427578
6.5,15.70949437,0.09036843921,-2.818085992
6.51,15.71096711,0.09046645269,-2.819726622
6.52,15.71245517,0.09056472856,-2.821349408
6.53,15.71395866,0.09066326467,-2.822954291
6.54,15.71547766,0.0907620588,-2.824541215
6.55,15.71701226,0.0908611087,-2.826110129
6.56,15.71856258,0.09096041198,-2.82766098
6.57,15.72012874,0.09105996618,-2.829193715
6.58,15.72171087,0.09115976876,-2.830708281
6.59,15.72330908,0.09125981726,-2.832204625
6.6,15.72492347,0.09136010934,-2.833682698
6.61,15.72655419,0.09146064254,-2.835142452
6.62,15.72820136,0.0915614143,-2.836583829
6.63,15.72986511,0.09166242216,-2.838006749
6.64,15.73154555,0.09176366373,-2.839411126
6.65,15.73324277,0.09186513655,-2.840796877
6.66,15.7349569,0.09196683818,-2.842163915
6.67,15.73668803,0.09206876618,-2.843512149
6.68,15.73843628,0.09217091789,-2.844841496
6.69,15.74020178,0.09227329042,-2.846151875
6.7,15.74198468,0.09237588072,-2.847443209
6.71,15.74378513,0.09247868573,-2.848715427
6.72,15.74560328,0.09258170231,-2.849968462
6.73,15.74743928,0.09268492732,-2.851202251
6.74,15.74929332,0.09278835763,-2.852416737
6.75,15.75116552,0.09289199016,-2.853611864
6.76,15.75305599,0.09299582216,-2.854787569
6.77,15.75496483,0.09309985094,-2.855943784
6.78,15.7568921,0.09320407379,-2.857080442
6.79,15.75883789,0.09330848791,-2.858197475
6.8,15.76080226,0.09341309046,-2.859294811
6.81,15.76278533,0.09351787873,-2.860372382
6.82,15.76478718,0.09362285024,-2.861430124
6.83,15.76680793,0.09372800251,-2.862467976
6.84,15.76884767,0.09383333323,-2.863485876
6.85,15.77090649,0.09393884045,-2.864483747
6.86,15.77298445,0.09404452225,-2.865461508
6.87,15.7750816,0.09415037679,-2.866419081
6.88,15.77719797,0.09425640224,-2.867356391
6.89,15.77933355,0.09436259669,-2.868273359
6.9,15.78148835,0.09446895813,-2.869169908
6.91,15.78366234,0.09457548461,-2.870045957
6.92,15.78585549,0.09468217441,-2.87090143
6.93,15.78806776,0.09478902599,-2.871736248
6.94,15.7902991,0.09489603785,-2.87255033
6.95,15.79254948,0.09500320887,-2.873343614
6.96,15.79481886,0.09511053796,-2.874116043
6.97,15.79710721,0.09521802379,-2.874867563
6.98,15.79941453,0.09532566494,-2.875598127
6.99,15.80174079,0.09543346015,-2.876307683
7,15.80408594,0.09554140833,-2.87699619
7.01,15.80644991,0.09564950866,-2.877663607
7.02,15.80883263,0.09575776036,-2.878309888
7.03,15.81123403,0.09586616255,-2.878934982
7.04,15.81365401,0.09597471429,-2.87953884
7.05,15.81609248,0.09608341448,-2.880121411
7.06,15.81854936,0.09619226211,-2.880682642
7.07,15.82102451,0.09630125615,-2.881222476
7.08,15.82351782,0.09641039522,-2.881740856
7.09,15.82602918,0.09651967771,-2.882237724
7.1,15.82855849,0.0966291019,-2.882713025
7.11,15.83110563,0.09673866582,-2.883166704
7.12,15.83367054,0.09684836722,-2.883598706
7.13,15.83625313,0.09695820381,-2.884008978
7.14,15.83885331,0.09706817345,-2.884397466
7.15,15.84147099,0.09717827402,-2.884764115
7.16,15.84410609,0.09728850338,-2.885108874
7.17,15.84675854,0.09739885936,-2.885431701
7.18,15.84942827,0.09750933977,-2.88573256
7.19,15.8521152,0.0976199425,-2.886011411
7.2,15.85481926,0.09773066541,-2.886268214
7.21,15.85754036,0.09784150643,-2.886502925
7.22,15.86027843,0.09795246363,-2.886715498
7.23,15.8630334,0.09806353516,-2.886905877
7.24,15.86580523,0.0981747191,-2.887074007
7.25,15.86859384,0.09828601353,-2.887219829
7.26,15.87139916,0.09839741656,-2.887343285
7.27,15.87422109,0.0985089263,-2.887444307
7.28,15.87705956,0.0986205408,-2.887522826
7.29,15.87991449,0.0987322581,-2.887578765
7.3,15.8827858,0.09884407618,-2.887612048
7.31,15.88567342,0.09895599291,-2.887622597
7.32,15.88857729,0.09906800625,-2.887610331
7.33,15.89149732,0.09918011431,-2.887575169
7.34,15.89443345,0.09929231517,-2.88751704
7.35,15.89738559,0.09940460667,-2.887435874
7.36,15.90035366,0.09951698636,-2.887331598
7.37,15.90333763,0.09962945158,-2.887204135
7.38,15.90633743,0.09974199966,-2.887053405
7.39,15.90935303,0.09985462783,-2.886879332
7.4,15.91238438,0.09996733322,-2.886681844
7.41,15.91543143,0.1000801128,-2.886460863
7.42,15.91849415,0.1001929633,-2.886216321
7.43,15.92157256,0.1003058815,-2.885948148
7.44,15.92466663,0.1004188642,-2.885656271
7.45,15.92777636,0.1005319081,-2.885340617
7.46,15.93090173,0.1006450104,-2.885001116
7.47,15.93404268,0.1007581684,-2.884637703
7.48,15.93719919,0.1008713796,-2.884250312
7.49,15.94037121,0.1009846415,-2.883838878
7.5,15.94355872,0.1010979515,-2.883403338
7.51,15.94676172,0.101211307,-2.882943633
7.52,15.94998021,0.1013247054,-2.8824597
7.53,15.95321418,0.1014381445,-2.881951482
7.54,15.95646363,0.1015516216,-2.881418919
7.55,15.95972859,0.1016651344,-2.880861947
7.56,15.9630091,0.1017786802,-2.880280501
7.57,15.96630522,0.1018922563,-2.879674518
7.58,15.96961705,0.1020058598,-2.879043934
7.59,15.97294467,0.1021194882,-2.878388687
7.6,15.97628818,0.1022331388,-2.877708716
7.61,15.97964769,0.102346809,-2.877003968
7.62,15.98302334,0.1024604962,-2.876274389
7.63,15.98641525,0.1025741975,-2.875519926
7.64,15.98982358,0.1026879099,-2.874740531
7.65,15.99324846,0.1028016308,-2.873936161
7.66,15.99668999,0.1029153577,-2.873106772
7.67,16.00014822,0.1030290883,-2.872252317
7.68,16.00362324,0.1031428202,-2.871372749
7.69,16.00711512,0.1032565512,-2.870468024
7.7,16.01062395,0.1033702789,-2.869538096
7.71,16.01414979,0.1034840012,-2.868582922
7.72,16.01769271,0.1035977157,-2.867602459
7.73,16.0212528,0.1037114203,-2.866596668
7.74,16.02483016,0.1038251131,-2.865565511
7.75,16.02842486,0.1039387927,-2.864508962
7.76,16.03203696,0.1040524578,-2.863426992
7.77,16.03566653,0.1041661072,-2.862319578
7.78,16.03931363,0.1042797401,-2.861186701
7.79,16.0429783,0.104393356,-2.860028349
7.8,16.04666057,0.1045069546,-2.85884452
7.81,16.05036045,0.104620536,-2.857635215
7.82,16.05407796,0.1047341001,-2.856400442
