age,mu,sigma,nu
2.53,15.9434227,0.07419525463,-1.85609626
2.54,15.94215441,0.07422395913,-1.85675999
2.55,15.94088242,0.07425278789,-1.857426308
2.56,15.93960678,0.07428174106,-1.858095214
2.57,15.93832752,0.07431081876,-1.858766707
2.58,15.93704468,0.07434002115,-1.859440785
2.59,15.93575831,0.07436934836,-1.860117447
2.6,15.93446843,0.07439880053,-1.860796693
2.61,15.9331751,0.07442837781,-1.86147852
2.62,15.93187835,0.07445808035,-1.862162929
2.63,15.93057823,0.07448790828,-1.862849917
2.64,15.92927478,0.07451786176,-1.863539483
2.65,15.92796804,0.07454794094,-1.864231627
2.66,15.92665805,0.07457814596,-1.864926346
2.67,15.92534487,0.07460847698,-1.865623641
2.68,15.92402853,0.07463893415,-1.866323509
2.69,15.92270908,0.07466951763,-1.867025949
2.7,15.92138657,0.07470022758,-1.86773096
2.71,15.92006103,0.07473106414,-1.868438541
2.72,15.91873252,0.07476202748,-1.869148689
2.73,15.91740108,0.07479311776,-1.869861405
2.74,15.91606676,0.07482433514,-1.870576686
2.75,15.9147296,0.07485567977,-1.87129453
2.76,15.91338965,0.07488715183,-1.872014938
2.77,15.91204695,0.07491875148,-1.872737906
2.78,15.91070156,0.07495047888,-1.873463434
2.79,15.90935352,0.0749823342,-1.874191519
2.8,15.90800288,0.0750143176,-1.87492216
2.81,15.90664969,0.07504642926,-1.875655356
2.82,15.90529399,0.07507866934,-1.876391105
2.83,15.90393583,0.07511103802,-1.877129405
2.84,15.90257527,0.07514353546,-1.877870254
2.85,15.90121234,0.07517616183,-1.878613651
2.86,15.89984709,0.07520891732,-1.879359593
2.87,15.89847958,0.07524180209,-1.880108079
2.88,15.89710984,0.07527481633,-1.880859107
2.89,15.89573794,0.07530796022,-1.881612676
2.9,15.89436391,0.07534123393,-1.882368783
2.91,15.89298781,0.07537463765,-1.883127427
2.92,15.89160968,0.07540817157,-1.883888606
2.93,15.89022958,0.07544183586,-1.884652319
2.94,15.88884755,0.07547563073,-1.885418563
2.95,15.88746364,0.07550955635,-1.886187336
2.96,15.8860779,0.07554361293,-1.886958636
2.97,15.88469038,0.07557780065,-1.887732462
2.98,15.88330111,0.07561211972,-1.888508811
2.99,15.88191015,0.07564657032,-1.889287682
3,15.88051754,0.07568115268,-1.89006907
3.01,15.87912332,0.07571586699,-1.890852975
3.02,15.87772753,0.07575071347,-1.891639392
3.03,15.87633021,0.07578569234,-1.89242832
3.04,15.87493141,0.07582080382,-1.893219755
3.05,15.87353117,0.07585604813,-1.894013694
3.06,15.87212953,0.07589142549,-1.894810134
3.07,15.87072653,0.07592693614,-1.895609072
3.08,15.86932221,0.07596258029,-1.896410504
3.09,15.86791661,0.07599835818,-1.897214427
3.1,15.86650977,0.07603427005,-1.898020838
3.11,15.86510173,0.07607031612,-1.898829733
3.12,15.86369252,0.07610649663,-1.899641107
3.13,15.86228219,0.07614281183,-1.900454958
3.14,15.86087078,0.07617926196,-1.901271281
3.15,15.85945833,0.07621584726,-1.902090073
3.16,15.85804488,0.07625256797,-1.90291133
3.17,15.85663048,0.07628942435,-1.903735048
3.18,15.85521515,0.07632641664,-1.904561223
3.19,15.85379896,0.0763635451,-1.90538985
3.2,15.85238193,0.07640080998,-1.906220927
3.21,15.8509641,0.07643821153,-1.907054448
3.22,15.84954553,0.07647575002,-1.90789041
3.23,15.84812625,0.0765134257,-1.908728808
3.24,15.8467063,0.07655123885,-1.909569638
3.25,15.84528572,0.07658918973,-1.910412895
3.26,15.84386456,0.07662727861,-1.911258576
3.27,15.84244286,0.07666550577,-1.912106676
3.28,15.84102065,0.07670387147,-1.91295719
3.29,15.83959799,0.07674237599,-1.913810114
3.3,15.83817491,0.07678101961,-1.914665444
3.31,15.83675145,0.07681980259,-1.915523173
3.32,15.83532766,0.07685872523,-1.916383299
3.33,15.83390358,0.07689778781,-1.917245815
3.34,15.83247924,0.0769369906,-1.918110717
3.35,15.83105471,0.0769763339,-1.918978001
3.36,15.82963001,0.07701581798,-1.919847661
3.37,15.8282052,0.07705544316,-1.920719693
3.38,15.82678032,0.07709520971,-1.921594092
3.39,15.82535542,0.07713511793,-1.922470853
3.4,15.82393053,0.07717516812,-1.92334997
3.41,15.82250571,0.0772153606,-1.924231439
3.42,15.821081,0.07725569565,-1.925115254
3.43,15.81965643,0.07729617359,-1.926001409
3.44,15.81823206,0.07733679473,-1.926889899
3.45,15.81680792,0.07737755939,-1.927780717
3.46,15.81538407,0.07741846788,-1.928673858
3.47,15.81396054,0.07745952053,-1.929569315
3.48,15.81253739,0.07750071765,-1.930467082
3.49,15.81111467,0.07754205958,-1.931367152
3.5,15.80969242,0.07758354662,-1.932269519
3.51,15.80827071,0.0776251791,-1.933174177
3.52,15.80684961,0.0776669573,-1.934081118
3.53,15.80542916,0.07770888153,-1.934990336
3.54,15.80400945,0.07775095205,-1.935901822
3.55,15.80259055,0.07779316915,-1.936815566
3.56,15.80117253,0.07783553307,-1.937731561
3.57,15.79975547,0.07787804409,-1.938649798
3.58,15.79833944,0.07792070245,-1.939570267
3.59,15.79692452,0.07796350838,-1.940492959
3.6,15.79551079,0.07800646214,-1.941417864
3.61,15.79409832,0.07804956396,-1.942344973
3.62,15.79268719,0.0780928141,-1.943274274
3.63,15.79127745,0.07813621279,-1.944205758
3.64,15.7898692,0.07817976029,-1.945139413
3.65,15.78846248,0.07822345683,-1.94607523
3.66,15.78705738,0.07826730266,-1.947013197
3.67,15.78565397,0.07831129802,-1.947953303
3.68,15.78425233,0.07835544316,-1.948895537
3.69,15.78285253,0.0783997383,-1.949839887
3.7,15.78145466,0.0784441837,-1.950786341
3.71,15.7800588,0.07848877959,-1.951734889
3.72,15.77866503,0.0785335262,-1.952685518
3.73,15.77727342,0.07857842377,-1.953638215
3.74,15.77588407,0.07862347254,-1.954592969
3.75,15.77449704,0.07866867274,-1.955549767
3.76,15.77311243,0.07871402462,-1.956508597
3.77,15.77173031,0.0787595284,-1.957469444
3.78,15.77035076,0.07880518434,-1.958432297
3.79,15.76897387,0.07885099265,-1.959397143
3.8,15.76759971,0.07889695357,-1.960363967
3.81,15.76622837,0.07894306734,-1.961332758
3.82,15.76485993,0.0789893342,-1.962303501
3.83,15.76349446,0.07903575436,-1.963276183
3.84,15.76213206,0.07908232807,-1.964250789
3.85,15.76077279,0.07912905557,-1.965227306
3.86,15.75941673,0.07917593708,-1.966205719
3.87,15.75806398,0.07922297284,-1.967186013
3.88,15.7567146,0.0792701631,-1.968168175
3.89,15.75536868,0.0793175081,-1.969152189
3.9,15.75402629,0.07936500807,-1.970138042
3.91,15.75268753,0.07941266326,-1.971125718
3.92,15.75135246,0.07946047392,-1.972115204
3.93,15.75002117,0.07950844027,-1.973106484
3.94,15.74869373,0.07955656258,-1.974099543
3.95,15.74737022,0.07960484107,-1.975094366
3.96,15.74605072,0.07965327601,-1.976090936
3.97,15.7447353,0.07970186764,-1.977089239
3.98,15.74342405,0.07975061622,-1.978089256
3.99,15.74211705,0.07979952199,-1.979090973
4,15.74081437,0.07984858521,-1.980094373
4.01,15.73951611,0.07989780613,-1.981099438
4.02,15.73822233,0.07994718501,-1.982106152
4.03,15.73693312,0.0799967221,-1.983114498
4.04,15.73564857,0.08004641767,-1.984124457
4.05,15.73436876,0.08009627197,-1.985136013
4.06,15.73309376,0.08014628526,-1.986149147
4.07,15.73182368,0.08019645777,-1.98716384
4.08,15.73055858,0.08024678977,-1.988180075
4.09,15.72929855,0.08029728149,-1.989197832
4.1,15.72804368,0.08034793317,-1.990217093
4.11,15.72679404,0.08039874506,-1.991237839
4.12,15.72554973,0.08044971741,-1.992260051
4.13,15.72431081,0.08050085047,-1.99328371
4.14,15.72307737,0.08055214448,-1.994308797
4.15,15.72184948,0.0806035997,-1.995335291
4.16,15.72062724,0.08065521639,-1.996363174
4.17,15.71941072,0.08070699479,-1.997392427
4.18,15.71819999,0.08075893516,-1.99842303
4.19,15.71699515,0.08081103776,-1.999454963
4.2,15.71579626,0.08086330285,-2.000488207
4.21,15.71460341,0.08091573067,-2.001522741
4.22,15.71341666,0.08096832149,-2.002558544
4.23,15.71223611,0.08102107558,-2.003595598
4.24,15.71106182,0.08107399318,-2.004633882
4.25,15.70989389,0.08112707457,-2.005673377
4.26,15.70873239,0.08118032002,-2.006714061
4.27,15.70757741,0.08123372978,-2.007755916
4.28,15.70642903,0.08128730412,-2.008798922
4.29,15.70528734,0.0813410433,-2.009843057
4.3,15.70415243,0.0813949476,-2.010888302
4.31,15.7030244,0.08144901727,-2.011934637
4.32,15.70190333,0.08150325259,-2.01298204
4.33,15.70078931,0.08155765381,-2.01403049
4.34,15.69968244,0.08161222121,-2.015079968
4.35,15.6985828,0.08166695505,-2.016130452
4.36,15.69749049,0.08172185562,-2.01718192
4.37,15.6964056,0.08177692317,-2.018234352
4.38,15.69532821,0.08183215799,-2.019287725
4.39,15.69425843,0.08188756033,-2.020342017
4.4,15.69319633,0.08194313048,-2.021397207
4.41,15.69214202,0.0819988687,-2.02245327
4.42,15.69109559,0.08205477528,-2.023510184
4.43,15.69005713,0.08211085049,-2.024567927
4.44,15.68902673,0.08216709461,-2.025626474
4.45,15.6880045,0.08222350791,-2.026685804
4.46,15.68699053,0.08228009068,-2.027745892
4.47,15.68598491,0.0823368432,-2.028806714
4.48,15.68498774,0.08239376577,-2.029868247
4.49,15.68399912,0.08245085866,-2.030930466
4.5,15.68301914,0.08250812217,-2.031993346
4.51,15.68204791,0.08256555658,-2.033056864
4.52,15.68108551,0.0826231622,-2.034120993
4.53,15.68013204,0.08268093932,-2.035185709
4.54,15.67918761,0.08273888823,-2.036250986
4.55,15.6782523,0.08279700925,-2.0373168
4.56,15.67732623,0.08285530266,-2.038383125
4.57,15.67640948,0.08291376878,-2.039449935
4.58,15.67550216,0.0829724079,-2.040517204
4.59,15.67460438,0.08303122033,-2.041584906
4.6,15.67371623,0.08309020638,-2.042653015
4.61,15.67283781,0.08314936636,-2.043721505
4.62,15.67196922,0.08320870058,-2.044790349
4.63,15.67111056,0.08326820936,-2.045859521
4.64,15.67026193,0.08332789302,-2.046928993
4.65,15.66942343,0.08338775187,-2.047998739
4.66,15.66859516,0.08344778624,-2.049068732
4.67,15.66777721,0.08350799646,-2.050138945
4.68,15.66696968,0.08356838285,-2.051209351
4.69,15.66617268,0.08362894573,-2.052279922
4.7,15.66538631,0.08368968544,-2.053350629
4.71,15.66461066,0.08375060229,-2.054421445
4.72,15.66384585,0.08381169663,-2.055492343
4.73,15.66309197,0.08387296878,-2.056563292
4.74,15.66234913,0.08393441908,-2.057634266
4.75,15.66161744,0.08399604785,-2.058705236
4.76,15.66089698,0.08405785544,-2.059776173
4.77,15.66018786,0.08411984216,-2.060847047
4.78,15.65949019,0.08418200837,-2.061917831
4.79,15.65880407,0.08424435441,-2.062988495
4.8,15.65812959,0.0843068806,-2.064059009
4.81,15.65746687,0.08436958731,-2.065129346
4.82,15.65681599,0.08443247487,-2.066199474
4.83,15.65617708,0.08449554364,-2.067269365
4.84,15.65555022,0.08455879397,-2.068338989
4.85,15.65493552,0.08462222621,-2.069408315
4.86,15.65433308,0.08468584071,-2.070477313
4.87,15.65374301,0.08474963783,-2.071545953
4.88,15.65316541,0.08481361791,-2.072614204
4.89,15.65260038,0.08487778132,-2.073682034
4.9,15.65204803,0.08494212843,-2.074749413
4.91,15.65150846,0.08500665958,-2.07581631
4.92,15.65098176,0.08507137515,-2.076882694
4.93,15.65046805,0.0851362755,-2.077948533
4.94,15.64996739,0.085201361,-2.079013795
4.95,15.64947989,0.08526663202,-2.080078445
4.96,15.64900561,0.08533208893,-2.081142451
4.97,15.64854466,0.08539773209,-2.082205778
4.98,15.64809712,0.08546356187,-2.083268395
4.99,15.64766306,0.08552957862,-2.084330265
5,15.64724259,0.08559578268,-2.085391355
5.01,15.64683579,0.08566217439,-2.086451629
5.02,15.64644276,0.08572875407,-2.087511052
5.03,15.64606361,0.085795522,-2.088569587
5.04,15.64569842,0.08586247843,-2.089627196
5.05,15.64534727,0.0859296236,-2.090683844
5.06,15.64501025,0.08599695769,-2.091739492
5.07,15.64468741,0.08606448094,-2.092794105
5.08,15.64437882,0.08613219355,-2.093847648
5.09,15.64408454,0.08620009574,-2.094900087
5.1,15.64380464,0.08626818773,-2.095951388
5.11,15.64353919,0.08633646969,-2.097001517
5.12,15.64328824,0.0864049418,-2.098050442
5.13,15.64305189,0.08647360423,-2.099098129
5.14,15.64283021,0.08654245712,-2.100144545
5.15,15.64262327,0.08661150061,-2.101189656
5.16,15.64243117,0.08668073484,-2.102233427
5.17,15.64225397,0.08675015991,-2.103275825
5.18,15.64209174,0.08681977595,-2.104316815
5.19,15.64194455,0.0868895831,-2.105356361
5.2,15.64181246,0.08695958146,-2.106394427
5.21,15.64169552,0.08702977115,-2.107430977
5.22,15.64159379,0.0871001523,-2.108465974
5.23,15.64150734,0.08717072504,-2.109499383
5.24,15.64143621,0.0872414895,-2.110531169
5.25,15.64138045,0.08731244583,-2.111561296
5.26,15.6413401,0.08738359417,-2.112589727
5.27,15.64131521,0.08745493466,-2.113616427
5.28,15.6413058,0.08752646743,-2.114641357
5.29,15.6413119,0.08759819262,-2.115664482
5.3,15.64133354,0.08767011038,-2.116685762
5.31,15.64137074,0.08774222084,-2.117705162
5.32,15.64142353,0.08781452413,-2.118722642
5.33,15.64149193,0.08788702041,-2.119738166
5.34,15.64157596,0.08795970982,-2.120751695
5.35,15.64167563,0.0880325925,-2.12176319
5.36,15.64179097,0.08810566859,-2.122772613
5.37,15.64192197,0.08817893822,-2.123779925
5.38,15.64206867,0.08825240154,-2.124785089
5.39,15.64223108,0.08832605868,-2.125788066
5.4,15.64240921,0.0883999098,-2.126788818
5.41,15.64260307,0.08847395502,-2.127787308
5.42,15.6428127,0.0885481945,-2.128783496
5.43,15.6430381,0.08862262836,-2.129777347
5.44,15.64327928,0.08869725675,-2.130768821
5.45,15.64353625,0.08877207981,-2.131757881
5.46,15.64380902,0.08884709767,-2.132744489
5.47,15.6440976,0.08892231048,-2.133728606
5.48,15.64440198,0.08899771837,-2.134710192
5.49,15.64472217,0.08907332147,-2.13568921
5.5,15.64505816,0.08914911991,-2.136665619
5.51,15.64540995,0.08922511381,-2.13763938
5.52,15.64577753,0.08930130329,-2.138610453
5.53,15.64616089,0.08937768845,-2.139578798
5.54,15.64656002,0.08945426942,-2.140544374
5.55,15.6469749,0.08953104629,-2.141507142
5.56,15.64740553,0.08960801918,-2.142467059
5.57,15.64785188,0.08968518817,-2.143424085
5.58,15.64831395,0.08976255337,-2.144378178
5.59,15.64879172,0.08984011487,-2.145329296
5.6,15.64928517,0.08991787277,-2.146277399
5.61,15.6497943,0.08999582717,-2.147222444
5.62,15.65031908,0.09007397818,-2.148164392
5.63,15.65085951,0.09015232589,-2.149103199
5.64,15.65141557,0.09023087041,-2.150038825
5.65,15.65198724,0.09030961183,-2.150971228
5.66,15.65257453,0.09038855025,-2.151900366
5.67,15.65317741,0.09046768576,-2.152826199
5.68,15.65379588,0.09054701845,-2.153748684
5.69,15.65442994,0.09062654841,-2.154667781
5.7,15.65507956,0.09070627573,-2.155583449
5.71,15.65574473,0.09078620053,-2.156495647
5.72,15.65642545,0.09086632289,-2.157404335
5.73,15.65712171,0.0909466429,-2.158309471
5.74,15.65783348,0.09102716065,-2.159211014
5.75,15.65856077,0.09110787621,-2.160108922
5.76,15.65930355,0.09118878967,-2.161003154
5.77,15.66006181,0.09126990112,-2.161893667
5.78,15.66083554,0.09135121062,-2.162780421
5.79,15.66162471,0.09143271827,-2.163663374
5.8,15.66242931,0.09151442412,-2.164542483
5.81,15.66324931,0.09159632825,-2.165417706
5.82,15.6640847,0.09167843075,-2.166289002
5.83,15.66493545,0.09176073168,-2.167156329
5.84,15.66580154,0.09184323111,-2.168019646
5.85,15.66668295,0.09192592911,-2.168878909
5.86,15.66757964,0.09200882576,-2.169734075
5.87,15.66849158,0.09209192112,-2.170585103
5.88,15.66941874,0.09217521528,-2.17143195
5.89,15.67036109,0.0922587083,-2.172274571
5.9,15.67131859,0.09234240027,-2.173112924
5.91,15.67229119,0.09242629125,-2.173946965
5.92,15.67327884,0.09251038129,-2.174776651
5.93,15.6742815,0.09259467047,-2.175601936
5.94,15.67529911,0.09267915883,-2.176422778
5.95,15.67633163,0.0927638464,-2.177239132
5.96,15.67737902,0.09284873322,-2.178050953
5.97,15.67844124,0.09293381931,-2.178858197
5.98,15.67951826,0.09301910467,-2.179660819
5.99,15.68061004,0.09310458932,-2.180458774
6,15.68171655,0.09319027328,-2.181252016
6.01,15.68283774,0.09327615657,-2.182040499
6.02,15.68397355,0.09336223918,-2.182824179
6.03,15.68512394,0.09344852111,-2.183603012
6.04,15.68628886,0.09353500231,-2.184376953
6.05,15.68746824,0.09362168273,-2.185145958
6.06,15.68866201,0.09370856227,-2.185909985
6.07,15.6898701,0.09379564081,-2.186668988
6.08,15.69109243,0.09388291821,-2.187422929
6.09,15.69232894,0.0939703943,-2.188171766
6.1,15.69357957,0.09405806893,-2.188915457
6.11,15.69484427,0.09414594192,-2.189653963
6.12,15.696123,0.09423401311,-2.190387244
6.13,15.6974157,0.09432228228,-2.191115257
6.14,15.69872235,0.09441074923,-2.191837963
6.15,15.70004288,0.09449941371,-2.192555319
6.16,15.70137727,0.09458827548,-2.193267284
6.17,15.70272545,0.0946773343,-2.193973815
6.18,15.70408738,0.09476658989,-2.194674872
6.19,15.705463,0.094856042,-2.195370411
6.2,15.70685227,0.09494569031,-2.196060393
6.21,15.70825513,0.09503553453,-2.196744777
6.22,15.70967156,0.0951255743,-2.197423523
6.23,15.71110149,0.09521580927,-2.198096593
6.24,15.71254488,0.0953062391,-2.198763948
6.25,15.71400167,0.0953968634,-2.199425547
6.26,15.7154718,0.09548768182,-2.200081351
6.27,15.71695519,0.09557869398,-2.200731319
6.28,15.71845177,0.09566989948,-2.201375412
6.29,15.71996149,0.09576129791,-2.202013589
6.3,15.72148427,0.09585288886,-2.202645811
6.31,15.72302004,0.09594467186,-2.203272039
6.32,15.72456872,0.09603664646,-2.203892235
6.33,15.72613023,0.09612881218,-2.204506359
6.34,15.7277045,0.09622116856,-2.205114372
6.35,15.72929146,0.09631371509,-2.205716235
6.36,15.73089102,0.09640645127,-2.206311907
6.37,15.73250313,0.09649937657,-2.206901348
6.38,15.73412771,0.09659249046,-2.207484521
6.39,15.7357647,0.09668579244,-2.208061388
6.4,15.73741405,0.09677928198,-2.208631914
6.41,15.73907567,0.09687295859,-2.209196065
6.42,15.7407495,0.09696682175,-2.209753805
6.43,15.74243547,0.09706087096,-2.210305098
6.44,15.74413352,0.09715510571,-2.210849912
6.45,15.74584357,0.09724952548,-2.211388212
6.46,15.74756555,0.09734412975,-2.211919965
6.47,15.74929939,0.09743891802,-2.212445143
6.48,15.75104504,0.09753388976,-2.212963712
6.49,15.75280241,0.09762904446,-2.213475643
6.5,15.75457143,0.0977243816,-2.213980904
6.51,15.75635206,0.09781990062,-2.214479462
6.52,15.75814425,0.09791560097,-2.214971288
6.53,15.75994794,0.09801148205,-2.215456351
6.54,15.7617631,0.09810754328,-2.215934621
6.55,15.76358968,0.09820378401,-2.21640607
6.56,15.76542763,0.09830020362,-2.216870666
6.57,15.76727689,0.09839680144,-2.217328382
6.58,15.76913742,0.09849357681,-2.217779188
6.59,15.77100916,0.09859052905,-2.218223057
6.6,15.77289204,0.0986876575,-2.218659959
6.61,15.77478602,0.09878496149,-2.219089867
6.62,15.77669104,0.09888244032,-2.219512754
6.63,15.77860705,0.09898009328,-2.219928593
6.64,15.78053401,0.09907791967,-2.220337358
6.65,15.78247187,0.09917591875,-2.220739022
6.66,15.78442059,0.09927408979,-2.221133558
6.67,15.78638014,0.09937243208,-2.221520938
6.68,15.7883505,0.09947094491,-2.221901137
6.69,15.79033166,0.09956962757,-2.222274129
6.7,15.79232362,0.09966847933,-2.222639888
6.71,15.79432637,0.09976749944,-2.222998389
6.72,15.79633988,0.09986668714,-2.223349606
6.73,15.79836413,0.09996604165,-2.223693512
6.74,15.80039908,0.1000655622,-2.224030083
6.75,15.8024447,0.1001652479,-2.224359292
6.76,15.80450094,0.100265098,-2.224681114
6.77,15.8065678,0.1003651116,-2.224995522
6.78,15.80864525,0.1004652878,-2.225302494
6.79,15.81073326,0.1005656259,-2.225602005
6.8,15.81283183,0.1006661249,-2.225894029
6.81,15.81494093,0.100766784,-2.226178543
6.82,15.81706055,0.1008676023,-2.226455523
6.83,15.81919065,0.1009685791,-2.226724942
6.84,15.82133122,0.1010697135,-2.226986775
6.85,15.82348222,0.1011710048,-2.227241001
6.86,15.82564361,0.1012724521,-2.227487596
6.87,15.82781535,0.1013740544,-2.227726538
6.88,15.82999736,0.1014758111,-2.227957805
6.89,15.8321896,0.1015777213,-2.228181373
6.9,15.83439198,0.1016797842,-2.228397219
6.91,15.83660445,0.101781999,-2.228605319
6.92,15.83882694,0.101884365,-2.228805654
6.93,15.84105944,0.1019868813,-2.228998203
6.94,15.84330191,0.1020895472,-2.229182949
6.95,15.84555434,0.1021923619,-2.229359873
6.96,15.84781666,0.1022953244,-2.229528959
6.97,15.85008885,0.102398434,-2.229690188
6.98,15.85237085,0.1025016899,-2.229843543
6.99,15.85466259,0.1026050913,-2.229989006
7,15.856964,0.1027086374,-2.230126557
7.01,15.85927502,0.1028123275,-2.23025618
7.02,15.86159559,0.1029161607,-2.230377858
7.03,15.86392566,0.1030201363,-2.230491573
7.04,15.86626516,0.1031242533,-2.230597308
7.05,15.86861406,0.1032285111,-2.23069505
7.06,15.8709723,0.1033329086,-2.230784784
7.07,15.87333984,0.103437445,-2.230866501
7.08,15.87571663,0.1035421195,-2.230940189
7.09,15.87810262,0.1036469312,-2.231005837
7.1,15.88049776,0.1037518792,-2.231063438
7.11,15.88290201,0.1038569624,-2.231112979
7.12,15.88531532,0.10396218,-2.231154455
7.13,15.88773765,0.1040675309,-2.231187858
7.14,15.89016891,0.1041730143,-2.23121318
7.15,15.89260909,0.1042786292,-2.231230413
7.16,15.89505814,0.1043843746,-2.231239548
7.17,15.89751604,0.1044902495,-2.231240574
7.18,15.89998278,0.1045962531,-2.231233483
7.19,15.90245837,0.1047023842,-2.231218266
7.2,15.90494282,0.1048086419,-2.231194913
7.21,15.90743615,0.104915025,-2.231163417
7.22,15.90993839,0.1050215324,-2.231123772
7.23,15.91244957,0.1051281631,-2.231075971
7.24,15.91496971,0.1052349158,-2.231020006
7.25,15.91749888,0.1053417895,-2.23095587
7.26,15.92003713,0.1054487828,-2.230883557
7.27,15.92258452,0.1055558945,-2.23080306
7.28,15.92514113,0.1056631233,-2.230714373
7.29,15.92770704,0.1057704679,-2.230617487
7.3,15.93028231,0.1058779268,-2.230512395
7.31,15.93286704,0.1059854988,-2.230399088
7.32,15.93546133,0.1060931822,-2.230277561
7.33,15.93806528,0.1062009758,-2.230147806
7.34,15.940679,0.1063088781,-2.230009815
7.35,15.94330256,0.1064168878,-2.229863575
7.36,15.94593607,0.1065250034,-2.229709073
7.37,15.9485796,0.1066332235,-2.229546297
7.38,15.95123325,0.1067415466,-2.229375232
7.39,15.95389711,0.1068499714,-2.229195862
7.4,15.95657127,0.1069584963,-2.229008176
7.41,15.95925582,0.1070671201,-2.22881216
7.42,15.96195084,0.1071758412,-2.2286078
7.43,15.96465641,0.1072846584,-2.228395082
7.44,15.96737261,0.1073935703,-2.228173991
7.45,15.97009953,0.1075025755,-2.227944514
7.46,15.97283724,0.1076116724,-2.227706637
7.47,15.97558583,0.1077208598,-2.227460347
7.48,15.97834536,0.1078301361,-2.22720563
7.49,15.98111592,0.1079395,-2.22694247
7.5,15.98389755,0.1080489501,-2.226670849
7.51,15.98669031,0.1081584849,-2.226390748
7.52,15.98949421,0.1082681032,-2.226102147
7.53,15.99230927,0.1083778036,-2.225805026
7.54,15.9951355,0.1084875847,-2.225499368
7.55,15.99797291,0.1085974452,-2.225185155
7.56,16.00082152,0.1087073838,-2.224862369
7.57,16.00368138,0.1088173992,-2.224530991
7.58,16.0065525,0.1089274899,-2.224191002
7.59,16.00943495,0.1090376549,-2.223842384
7.6,16.01232876,0.1091478927,-2.223485118
7.61,16.015234,0.1092582021,-2.22311919
7.62,16.01815074,0.1093685819,-2.222744585
7.63,16.02107905,0.1094790307,-2.222361288
7.64,16.02401902,0.1095895472,-2.221969287
7.65,16.02697073,0.1097001302,-2.221568573
7.66,16.02993427,0.1098107783,-2.221159136
7.67,16.0329097,0.1099214903,-2.220740967
7.68,16.0358971,0.1100322648,-2.220314056
7.69,16.03889655,0.1101431005,-2.219878393
7.7,16.0419081,0.1102539962,-2.219433972
7.71,16.04493185,0.1103649505,-2.218980785
7.72,16.04796786,0.1104759621,-2.218518825
7.73,16.05101621,0.1105870298,-2.218048085
7.74,16.05407698,0.1106981522,-2.217568558
7.75,16.05715026,0.110809328,-2.217080239
7.76,16.06023612,0.110920556,-2.21658312
7.77,16.06333467,0.1110318348,-2.216077199
7.78,16.06644594,0.1111431633,-2.215562471
7.79,16.06956999,0.1112545401,-2.215038929
7.8,16.07270687,0.1113659642,-2.214506569
7.81,16.07585664,0.1114774343,-2.213965387
7.82,16.07901934,0.1115889494,-2.21341538
